language,prompt_name,prompt_type,is_reasoning,combined_prompt_type,is_preamble,input_text,bleu_1gram,bleu_2gram,bleu_3gram,bleu_4gram,avg_bleu
Spanish,preamble5,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.5555555555555556,0.5270462766947299,0.49543631365378615,0.44632361378533286,0.5060904399223511
Spanish,preamble4,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.7777777777777778,0.7637626158259734,0.7490836021568807,0.7259795291154771,0.7541508812190274
Spanish,preamble1,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.7777777777777778,0.7637626158259734,0.7490836021568807,0.7259795291154771,0.7541508812190274
Spanish,preamble3,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.7777777777777778,0.7637626158259734,0.7490836021568807,0.7259795291154771,0.7541508812190274
Chinese,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,large stone birdbath with birds on it,0.11475409836065574,0.06184768881714061,0.019404047529861145,0.010282334695278925,0.0515720423507341
Spanish,preamble2,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.5555555555555556,0.5270462766947299,0.49543631365378615,0.44632361378533286,0.5060904399223511
Spanish,preamble6,Few-Shot,False,Few-Shot,True,an old brass kettle on a stove,0.625,0.5976143046671968,0.566367013455331,0.5169731539571706,0.5764886180199247
Spanish,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.2777777777777778,0.25565499628245686,0.23396034203975458,0.20105373454060027,0.2421117126601474
Hindi,preamble5,Zero-Shot,False,Zero-Shot,True,large stone birdbath with birds on it,0.10416666666666666,0.08154100913168028,0.06794195324824168,0.05034460682273034,0.07599855896732974
Hindi,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,large stone birdbath with birds on it,0.17391304347826086,0.1539981007018036,0.13389602121877245,0.10308675254291907,0.141223479485439
Hindi,preamble3,Zero-Shot,False,Zero-Shot,True,large stone birdbath with birds on it,0.0892857142857143,0.06978631577988534,0.05814847599746663,0.04295119260690565,0.06504292466749298
Spanish,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.5555555555555556,0.5270462766947299,0.49543631365378615,0.44632361378533286,0.5060904399223511
French,preamble5,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.7777777777777778,0.7637626158259734,0.7490836021568807,0.7259795291154771,0.7541508812190274
French,preamble4,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.7777777777777778,0.7637626158259734,0.7490836021568807,0.7259795291154771,0.7541508812190274
French,preamble1,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.7777777777777778,0.7637626158259734,0.7490836021568807,0.7259795291154771,0.7541508812190274
French,preamble3,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.7777777777777778,0.7637626158259734,0.7490836021568807,0.7259795291154771,0.7541508812190274
Spanish,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.2,0.11952286093343935,0.04937604958709526,0.030934588294313718,0.09995837470371208
French,preamble2,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.7777777777777778,0.7637626158259734,0.7490836021568807,0.7259795291154771,0.7541508812190274
French,preamble6,Few-Shot,False,Few-Shot,True,an old brass kettle on a stove,1.0,1.0,1.0,1.0,1.0
Spanish,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.2777777777777778,0.25565499628245686,0.23396034203975458,0.20105373454060027,0.2421117126601474
French,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.7777777777777778,0.7637626158259734,0.7490836021568807,0.7259795291154771,0.7541508812190274
Spanish,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.625,0.5976143046671968,0.566367013455331,0.5169731539571706,0.5764886180199247
Hindi,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,large stone birdbath with birds on it,0.3333333333333333,0.28867513459481287,0.23173297416566233,0.11868405219520975,0.24310637357225454
Chinese,preamble4,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.4444444444444444,0.23570226039551587,0.0948151464331332,0.06030725360407769,0.2088172762192928
Chinese,preamble1,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.6666666666666666,0.408248290463863,0.13624724651304662,0.07936880926086218,0.3226327532261096
French,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.5555555555555556,0.5270462766947299,0.49543631365378615,0.44632361378533286,0.5060904399223511
Chinese,preamble3,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.7777777777777778,0.7637626158259734,0.7490836021568807,0.7259795291154771,0.7541508812190274
Chinese,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.3333333333333333,0.1740776559556978,0.06900656343516053,0.0428361950754725,0.15481343694991603
Chinese,preamble2,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.4444444444444444,0.23570226039551587,0.0948151464331332,0.06030725360407769,0.2088172762192928
Chinese,preamble5,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.0625,0.05812381937190965,0.05514095083415881,0.04872252368256047,0.05612182347215723
Chinese,preamble6,Few-Shot,False,Few-Shot,True,an old brass kettle on a stove,0.625,0.2988071523335984,0.11667240223363196,0.07386099955930606,0.2785851385316341
French,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.875,0.8660254037844386,0.8563285146644029,0.8408964152537145,0.859562583425639
Hindi,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,large stone birdbath with birds on it,0.2727272727272727,0.2335496832484569,0.18545147779376364,0.09329460218997072,0.19625575898986602
French,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.16666666666666669,0.14586499149789456,0.13494528779232554,0.11974032927121092,0.14180431880702443
Chinese,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.7777777777777778,0.5400617248673217,0.16388163579287182,0.09128709291752769,0.3932520578388748
Hindi,preamble5,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.25,0.059761430466719695,0.04033183084278514,0.03303164318013808,0.09578122612241072
Hindi,preamble4,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.25,0.059761430466719695,0.04033183084278514,0.03303164318013808,0.09578122612241072
Hindi,preamble1,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.25,0.059761430466719695,0.04033183084278514,0.03303164318013808,0.09578122612241072
Chinese,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.6666666666666666,0.408248290463863,0.13624724651304662,0.07936880926086218,0.3226327532261096
Hindi,preamble3,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.25,0.059761430466719695,0.04033183084278514,0.03303164318013808,0.09578122612241072
Hindi,preamble2,Zero-Shot,False,Zero-Shot,True,an old brass kettle on a stove,0.25,0.059761430466719695,0.04033183084278514,0.03303164318013808,0.09578122612241072
Hindi,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,large stone birdbath with birds on it,0.15,0.12565617248750868,0.09799894470770983,0.0476608251305123,0.1053289855814327
Chinese,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.14583333333333334,0.09648062312349497,0.028250125490876573,0.014562215828264894,0.07128157444399244
Hindi,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.25,0.059761430466719695,0.04033183084278514,0.03303164318013808,0.09578122612241072
Hindi,preamble6,Few-Shot,False,Few-Shot,True,an old brass kettle on a stove,0.42857142857142855,0.26726124191242434,0.11511121735118796,0.07730551756939454,0.22206235135110883
French,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.875,0.8660254037844386,0.8563285146644029,0.8408964152537145,0.859562583425639
Hindi,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,large stone birdbath with birds on it,0.05555555555555554,0.045786854649563,0.03546564246149578,0.016767836295594342,0.03839397224055217
Spanish,preamble5,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.5841005873035536,0.44153854132913556,0.37266125589818955,0.2979714705451885,0.4240679637690168
Spanish,preamble4,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.5841005873035536,0.44153854132913556,0.37266125589818955,0.2979714705451885,0.4240679637690168
Spanish,preamble1,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.6363636363636364,0.35675303400633784,0.24528028241536293,0.11530568323789493,0.338425659005808
Spanish,preamble3,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.6666666666666666,0.49236596391733095,0.3683409417293896,0.27091988546756285,0.44957336444523754
Chinese,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.354274914555761,0.07468770985718297,0.052030672936932656,0.04994668186788306,0.13273499480443993
Spanish,preamble2,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.5841005873035536,0.44153854132913556,0.37266125589818955,0.2979714705451885,0.4240679637690168
Spanish,preamble6,Few-Shot,False,Few-Shot,True,led switch light with touch button on off,0.5841005873035536,0.44153854132913556,0.37266125589818955,0.2979714705451885,0.4240679637690168
Hindi,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.2857142857142857,0.06900655593423542,0.047098549390932394,0.039281465090051315,0.11027521403237621
French,preamble5,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.5367694950537757,0.36668337256566885,0.27515885593148404,0.1395873430390535,0.3295497666474955
Spanish,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.2777777777777778,0.22140372138502384,0.18612398784440445,0.14216645907653844,0.20686798652093613
French,preamble4,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.5367694950537757,0.36668337256566885,0.27515885593148404,0.1395873430390535,0.3295497666474955
French,preamble1,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.5367694950537757,0.36668337256566885,0.27515885593148404,0.1395873430390535,0.3295497666474955
French,preamble2,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.6,0.5163977794943222,0.4091569047284194,0.17567205239427922,0.42530668415425515
French,preamble6,Few-Shot,False,Few-Shot,True,led switch light with touch button on off,0.6441233940645307,0.4016815092325757,0.2922222674364656,0.14609701823905347,0.3710310472431564
French,preamble3,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.17647058823529413,0.10341753799900383,0.07127425320458042,0.03222323801783205,0.0958464043641776
Spanish,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.06338028169014084,0.03672215450794146,0.027795227187492215,0.019294603872000514,0.03679806681439376
Spanish,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.2,0.11677484162422844,0.08805334071647637,0.06233797721624644,0.11679153988923781
French,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.5367694950537757,0.36668337256566885,0.27515885593148404,0.1395873430390535,0.3295497666474955
French,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.6618726769384466,0.5777298366654254,0.46433437561526564,0.20403100964609877,0.47699197471630905
Spanish,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.21052631578947367,0.15294382258037448,0.11369541118456825,0.05415315253510895,0.13282967552238134
Hindi,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.5714285714285714,0.3086066999241838,0.12657485247324374,0.08307018474412793,0.27242007714253175
French,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.5515605641153721,0.45673553902495045,0.3976227661782433,0.32260135189272865,0.4321300553028236
Chinese,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.7,0.6236095644623235,0.5297521706139517,0.37991784282579627,0.5583198944755178
French,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.3032653298563167,0.19180183554164504,0.08397943760297781,0.05795053470733952,0.15924928442706976
Spanish,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.45454545454545453,0.3692744729379982,0.3154208515212155,0.24808415001701817,0.3468312322554216
Chinese,preamble6,Few-Shot,False,Few-Shot,True,led switch light with touch button on off,0.12727272727272726,0.08408749651825217,0.05263949352397497,0.02250587529131595,0.07162639815156759
Chinese,preamble4,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.04402515723270441,0.02891229335334857,0.01818308597664759,0.007643375715745766,0.02469097806961158
French,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.15517241379310345,0.10435177140809475,0.0749286201072882,0.05156674665890635,0.09650488799184818
Hindi,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.07692307692307693,0.054923503638108974,0.04051168739005775,0.01873214866001142,0.047772604152813765
Chinese,preamble2,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.0898876404494382,0.06392027721005931,0.03729753717390543,0.01528674069852621,0.05159804888298229
Chinese,preamble3,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.05333333333333334,0.03783870158723216,0.022143769019684206,0.009006858712674847,0.030580665663231137
Chinese,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.36787944117144233,0.21239529438966132,0.095261102933917,0.0743306114738671,0.18746661249222193
Chinese,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.6363636363636364,0.5640760748177662,0.4171792884112551,0.17242221289766632,0.44751030312258094
Chinese,preamble5,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.04123711340206186,0.029234486485018564,0.021544752187050792,0.00826269238947157,0.025069761115900698
Chinese,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.32928698165641584,0.21255383267970096,0.09551760232306326,0.06900940978236146,0.1765919566103854
Hindi,preamble6,Few-Shot,False,Few-Shot,True,led switch light with touch button on off,0.6666666666666666,0.5,0.15575351255546135,0.08783602619713964,0.3525640513548169
Chinese,preamble1,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.02649006622516557,0.016248710521339874,0.010039000156108329,0.004142011878463524,0.014229947195269325
Hindi,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.3684210526315789,0.24779731389167603,0.07312327064502883,0.038761990534234056,0.18202590692562948
Hindi,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,an old brass kettle on a stove,0.2857142857142857,0.06900655593423542,0.047098549390932394,0.039281465090051315,0.11027521403237621
Chinese,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.14583333333333334,0.09648062312349497,0.06039769732317477,0.025895688571946365,0.08215183558798736
Hindi,preamble3,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.13953488372093023,0.09983374884595826,0.030012653743256304,0.015701014973532344,0.07127057532091928
Spanish,preamble5,Zero-Shot,False,Zero-Shot,True,the giants team on fire trucks,0.10000000000000002,0.03333333333333335,0.024950558772614845,0.021105340631872645,0.04484730818445521
Spanish,preamble4,Zero-Shot,False,Zero-Shot,True,the giants team on fire trucks,0.10000000000000002,0.03333333333333335,0.024950558772614845,0.021105340631872645,0.04484730818445521
Spanish,preamble1,Zero-Shot,False,Zero-Shot,True,the giants team on fire trucks,0.10000000000000002,0.03333333333333335,0.024950558772614845,0.021105340631872645,0.04484730818445521
Spanish,preamble3,Zero-Shot,False,Zero-Shot,True,the giants team on fire trucks,0.10000000000000002,0.03333333333333335,0.024950558772614845,0.021105340631872645,0.04484730818445521
Spanish,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,the giants team on fire trucks,0.11111111111111109,0.03726779962499649,0.028067124621919234,0.023980296761827107,0.050106583029963486
Hindi,preamble4,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.075,0.05336760502236151,0.016055065139992063,0.008298364838945669,0.038180258750324804
Spanish,preamble6,Few-Shot,False,Few-Shot,True,the giants team on fire trucks,0.12500000000000003,0.04225771273642583,0.032085442892067474,0.02777619034011792,0.05677983649215281
Spanish,karthik_4_meta_prompt,Zero-Shot,True,Zero-Shot Reasoning,False,the giants team on fire trucks,0.0909090909090909,0.03015113445777637,0.022461584318318094,0.018850319022747353,0.04059303217698318
Hindi,preamble5,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.11475409836065574,0.08746584032663106,0.05214734817180666,0.021744490455731645,0.06902794432870628
Spanish,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,the giants team on fire trucks,0.015151515151515157,0.004828045495852677,0.003509536004056586,0.0027574366655649983,0.006561633329247354
Spanish,preamble2,Zero-Shot,False,Zero-Shot,True,the giants team on fire trucks,0.016393442622950817,0.005227083734893164,0.0037990068617645757,0.002989232719814957,0.007102191484855878
Spanish,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,the giants team on fire trucks,0.0909090909090909,0.03015113445777637,0.022461584318318094,0.018850319022747353,0.04059303217698318
French,preamble5,Zero-Shot,False,Zero-Shot,True,the giants team on fire trucks,0.75,0.6546536707079771,0.5261597794341889,0.23119742295813953,0.5405027182750763
Hindi,karthik_3_self_consistency,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.10638297872340424,0.0680099029628596,0.022591105976371904,0.012362883593468847,0.05233671781402614
Hindi,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.36363636363636365,0.19069251784911848,0.07587875263140755,0.04740604259878138,0.16940341917891774
French,preamble4,Zero-Shot,False,Zero-Shot,True,the giants team on fire trucks,1.0,1.0,1.0,1.0,1.0
Hindi,preamble2,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.07228915662650603,0.05938266012266709,0.03637603103828135,0.015273412202916158,0.04583031499759266
French,preamble1,Zero-Shot,False,Zero-Shot,True,the giants team on fire trucks,0.875,0.8660254037844386,0.8563285146644029,0.8408964152537145,0.859562583425639
Spanish,karthik_1_tree_of_thoughts,Zero-Shot,True,Zero-Shot Reasoning,False,the giants team on fire trucks,0.10000000000000002,0.03333333333333335,0.024950558772614845,0.021105340631872645,0.04484730818445521
French,preamble3,Zero-Shot,False,Zero-Shot,True,the giants team on fire trucks,0.875,0.8660254037844386,0.8563285146644029,0.8408964152537145,0.859562583425639
French,preamble2,Zero-Shot,False,Zero-Shot,True,the giants team on fire trucks,0.75,0.6546536707079771,0.5261597794341889,0.23119742295813953,0.5405027182750763
French,preamble6,Few-Shot,False,Few-Shot,True,the giants team on fire trucks,0.875,0.7905694150420949,0.6812405754951913,0.5,0.7117024976343216
Hindi,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,led switch light with touch button on off,0.625,0.42257712736425823,0.14665877004526578,0.08783602619713961,0.3205179809016659
French,karthik_5_chain_of_thought,Zero-Shot,True,Zero-Shot Reasoning,False,the giants team on fire trucks,0.75,0.6546536707079771,0.5261597794341889,0.23119742295813953,0.5405027182750763
Chinese,preamble5,Zero-Shot,False,Zero-Shot,True,the giants team on fire trucks,0.04301075268817205,0.021621937503220525,0.008405175416582379,0.004887945201591423,0.019481452702391596
French,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,the giants team on fire trucks,0.7777777777777778,0.7637626158259734,0.7490836021568807,0.7259795291154771,0.7541508812190274
Chinese,karthik_2_generate_knowledge,Zero-Shot,True,Zero-Shot Reasoning,False,the giants team on fire trucks,0.2,0.11952286093343935,0.04937604958709526,0.030934588294313718,0.09995837470371208
Hindi,preamble1,Zero-Shot,False,Zero-Shot,True,led switch light with touch button on off,0.05172413793103449,0.042415804245294134,0.026024936892074052,0.01087096329363732,0.03275896059051
Chinese,preamble4,Zero-Shot,False,Zero-Shot,True,the giants team on fire trucks,0.039603960396039604,0.02814390178921168,0.020798596433220976,0.009505540919320864,0.02451299988444828
